entry_time,exit_time,position,entry_price,exit_price,exit_reason,risk,shares,gross_pnl,fees,net_pnl,equity_before,equity,direction,fvg_range
2019-02-27 14:11:00-05:00,2019-02-27 16:00:00-05:00,long,165.29,165.48,eod,1.6528999999999883,638,121.21999999999855,15.800927472,105.41907252799855,105593.2259275221,105698.64500005009,long,"[165.18, 165.29]"
2019-03-01 15:46:00-05:00,2019-03-01 16:00:00-05:00,long,166.4,166.21,eod,1.6640000000000157,635,-120.64999999999856,15.739515130000001,-136.38951512999856,105698.64500005009,105562.2554849201,long,"[166.33, 166.37]"
2019-03-05 09:50:00-05:00,2019-03-05 16:00:00-05:00,short,165.68,166.35,eod,1.656800000000004,637,-426.789999999992,15.779702848,-442.569702847992,105562.2554849201,105119.6857820721,short,"[165.92, 166.1]"
2019-03-08 13:25:00-05:00,2019-03-08 16:00:00-05:00,long,161.86,163.18,eod,1.618600000000015,649,856.6799999999955,16.031860196,840.6481398039955,105119.6857820721,105960.3339218761,long,"[161.73, 161.83]"
2019-03-13 10:20:00-04:00,2019-03-13 16:00:00-04:00,long,168.45,168.63,eod,1.684500000000014,629,113.22000000000429,15.633111906,97.5868880940043,105960.3339218761,106057.9208099701,long,"[168.3, 168.36]"
2019-03-18 12:08:00-04:00,2019-03-18 16:00:00-04:00,short,169.8,170.39,eod,1.6980000000000075,624,-368.1599999999844,15.529138560000002,-383.68913855998437,106057.9208099701,105674.23167141012,short,"[169.81, 169.87]"
2019-03-19 10:58:00-04:00,2019-03-19 16:00:00-04:00,short,170.91,170.81,eod,1.7091000000000065,618,61.79999999999649,15.398890163999999,46.401109835996486,105674.23167141012,105720.63278124611,short,"[170.96, 171.02]"
2019-03-19 11:58:00-04:00,2019-03-19 16:00:00-04:00,long,171.54,170.81,eod,1.7153999999999883,616,-449.6799999999937,15.347343088,-465.0273430879937,105720.63278124611,105255.60543815812,long,"[171.34, 171.43]"
2019-03-20 12:33:00-04:00,2019-03-20 14:26:00-04:00,short,170.5,172.205,stop,1.7050000000000125,617,-1051.9850000000076,15.3669403,-1067.3519403000075,105255.60543815812,104188.25349785811,short,"[170.61, 170.7]"
2019-03-25 10:03:00-04:00,2019-03-25 16:00:00-04:00,short,169.25,170.07,eod,1.6924999999999955,615,-504.2999999999958,15.295757250000001,-519.5957572499958,104188.25349785811,103668.65774060812,short,"[169.4, 169.5]"
2019-03-25 15:14:00-04:00,2019-03-25 16:00:00-04:00,long,170.09,170.07,eod,1.70089999999999,609,-12.180000000006231,15.160413113999999,-27.340413114006232,103668.65774060812,103641.31732749411,long,"[169.88, 170.06]"
2019-03-26 12:27:00-04:00,2019-03-26 16:00:00-04:00,short,171.15,170.84,eod,1.711500000000001,605,187.55000000000138,15.07900185,172.47099815000138,103641.31732749411,103813.78832564411,short,"[171.27, 171.44]"
2019-03-27 09:44:00-04:00,2019-03-27 16:00:00-04:00,short,171.0,169.94,eod,1.710000000000008,607,643.4200000000014,15.126318600000001,628.2936814000014,103813.78832564411,104442.08200704411,short,"[171.18, 171.35]"
2019-03-28 10:21:00-04:00,2019-03-28 16:00:00-04:00,long,170.56,170.28,eod,1.705600000000004,612,-171.3600000000007,15.238667808,-186.5986678080007,104442.08200704411,104255.48333923612,long,"[170.41, 170.5]"
