,predicted_vol,exposure_symmetric,exposure_asymmetric_cap,exposure_binary_defensive,exposure_three_state,exposure
2020-09-29,0.22232061244159748,0.6747012719722705,0.6747012719722705,0.4,0.4,0.4
2020-09-30,0.19296670104353925,0.7773361890358241,0.7773361890358241,0.4,0.4,0.4
2020-10-01,0.15104690035887527,0.9930690377863569,0.9930690377863569,0.85,0.85,0.85
2020-10-02,0.15499522015596573,0.9677717793430066,0.9677717793430066,0.85,0.85,0.85
2020-10-05,0.16581647213492196,0.9046145902678935,0.9046145902678935,0.85,0.85,0.85
2020-10-06,0.18597013973250345,0.8065811006850758,0.8065811006850758,0.4,0.4,0.4
2020-10-07,0.18976814436004083,0.790438250349384,0.790438250349384,0.4,0.4,0.4
2020-10-08,0.20740914601686505,0.7232082233625466,0.7232082233625466,0.4,0.4,0.4
2020-10-09,0.18423009869957435,0.8141992055522171,0.8141992055522171,0.4,0.4,0.4
2020-10-12,0.1739344545689888,0.8623938274432251,0.8623938274432251,0.4,0.4,0.4
2020-10-13,0.19179293130090627,0.7820934743661807,0.7820934743661807,0.4,0.4,0.4
2020-10-14,0.14787975595553596,1.014337622014345,1.0,0.85,0.85,0.85
2020-10-15,0.15235849145755653,0.9845201180781344,0.9845201180781344,0.85,0.85,0.85
2020-10-16,0.13817724248255078,1.0855622626782568,1.0,0.85,0.85,0.85
2020-10-19,0.13266348425873697,1.1306803890922326,1.0,0.85,0.85,0.85
2020-10-20,0.1500401906547046,0.9997321340733489,0.9997321340733489,0.85,0.85,0.85
2020-10-21,0.12732351544264237,1.1781013073549096,1.0,0.85,0.85,0.85
2020-10-22,0.12271441704190844,1.222350263447637,1.0,0.85,0.85,0.85
2020-10-23,0.13671672845422375,1.0971590799162798,1.0,0.85,0.85,0.85
2020-10-26,0.13060347594452099,1.1485146081695288,1.0,0.85,0.85,0.85
2020-10-27,0.1771129127041393,0.8469173574631994,0.8469173574631994,0.4,0.4,0.4
2020-10-28,0.13634809218876948,1.1001254039721355,1.0,0.85,0.85,0.85
2020-10-29,0.2614224743490301,0.573783873683837,0.573783873683837,0.4,0.4,0.4
2020-10-30,0.2063630968642064,0.726874146973598,0.726874146973598,0.4,0.4,0.4
2020-11-02,0.19975754389916345,0.7509103139339719,0.7509103139339719,0.4,0.4,0.4
2020-11-03,0.2114901618650836,0.7092528497646611,0.7092528497646611,0.4,0.4,0.4
2020-11-04,0.24292982326998974,0.61746226947727,0.61746226947727,0.4,0.4,0.4
2020-11-05,0.2098417029788165,0.7148245456964409,0.7148245456964409,0.4,0.4,0.4
2020-11-06,0.20315282697601772,0.7383603872650394,0.7383603872650394,0.4,0.4,0.4
2020-11-09,0.13119077475513014,1.1433730784803855,1.0,0.85,0.85,0.85
2020-11-10,0.16278850321818233,0.9214409926661581,0.9214409926661581,0.85,0.85,0.85
2020-11-11,0.14603355426456566,1.027161194257098,1.0,0.85,0.85,0.85
2020-11-12,0.1475130112115548,1.0168594537391586,1.0,0.85,0.85,0.85
2020-11-13,0.1523771624167448,0.9843994836296835,0.9843994836296835,0.85,0.85,0.85
2020-11-16,0.17027079179595248,0.8809496826663941,0.8809496826663941,0.85,0.85,0.85
2020-11-17,0.1678089234032702,0.8938737997831459,0.8938737997831459,0.85,0.85,0.85
2020-11-18,0.15109360036202324,0.9927621000531924,0.9927621000531924,0.85,0.85,0.85
2020-11-19,0.18251189023819897,0.8218642621268827,0.8218642621268827,0.4,0.4,0.4
2020-11-20,0.156403688156654,0.9590566678310036,0.9590566678310036,0.85,0.85,0.85
2020-11-23,0.15600106842057165,0.9615318761510463,0.9615318761510463,0.85,0.85,0.85
2020-11-24,0.14180051636375512,1.0578240745979448,1.0,0.85,0.85,0.85
2020-11-25,0.18384890774939122,0.8158873600950001,0.8158873600950001,0.4,0.4,0.4
2020-11-27,0.13370607838388265,1.121863731350612,1.0,0.85,0.85,0.85
2020-11-30,0.13344332838292972,1.124072681772139,1.0,0.85,0.85,0.85
2020-12-01,0.1305343050467454,1.1491232128311692,1.0,0.85,0.85,0.85
2020-12-02,0.1475923993900753,1.0163124972551032,1.0,0.85,0.85,0.85
2020-12-03,0.11316519238889239,1.3254959129528514,1.0,0.85,0.85,0.85
2020-12-04,0.10749499364710839,1.395413822642102,1.0,0.85,0.85,0.85
2020-12-07,0.1307985016678478,1.146802127603211,1.0,0.85,0.85,0.85
2020-12-08,0.10854604175076982,1.3819020719743214,1.0,0.85,0.85,0.85
2020-12-09,0.10412277406023515,1.4406070271737557,1.0,0.85,0.85,0.85
2020-12-10,0.1348283761525658,1.1125254510984146,1.0,0.85,0.85,0.85
2020-12-11,0.11182771438355063,1.3413490638423022,1.0,0.85,0.85,0.85
2020-12-14,0.1051170269007544,1.4269809984411144,1.0,0.85,0.85,0.85
2020-12-15,0.10854903607451462,1.3818639522236837,1.0,0.85,0.85,0.85
2020-12-16,0.15230814791478792,0.9848455388212108,0.9848455388212108,0.85,0.85,0.85
2020-12-17,0.11308364269149059,1.326451787631416,1.0,0.85,0.85,0.85
2020-12-18,0.12502070742278576,1.1998012416674393,1.0,0.85,0.85,0.85
2020-12-21,0.12174359839055188,1.2320976378470592,1.0,0.85,0.85,0.85
2020-12-22,0.12310532543202596,1.2184688150052798,1.0,0.85,0.85,0.85
2020-12-23,0.09809024239441023,1.5,1.0,0.85,1.0,0.85
2020-12-24,0.09656326389745228,1.5,1.0,0.85,1.0,0.85
2020-12-28,0.10150224924726813,1.477799764166676,1.0,0.85,0.85,0.85
2020-12-29,0.12132746945620547,1.236323486118238,1.0,0.85,0.85,0.85
2020-12-30,0.09985567907700038,1.5,1.0,0.85,0.85,0.85
2020-12-31,0.09679895957289099,1.5,1.0,0.85,1.0,0.85
2021-01-04,0.10920629863664225,1.373547147670383,1.0,0.85,0.85,0.85
2021-01-05,0.15796853869343783,0.9495561663142178,0.9495561663142178,0.85,0.85,0.85
2021-01-06,0.13607664280465315,1.1023199640171513,1.0,0.85,0.85,0.85
2021-01-07,0.1346732063168869,1.1138072976969826,1.0,0.85,0.85,0.85
2021-01-08,0.17245587026230588,0.8697877304602595,0.8697877304602595,0.85,0.85,0.85
2021-01-11,0.14792849238771377,1.0140034389511448,1.0,0.85,0.85,0.85
2021-01-12,0.13455889313011166,1.114753521753167,1.0,0.85,0.85,0.85
2021-01-13,0.11908926231060524,1.2595594018272969,1.0,0.85,0.85,0.85
2021-01-14,0.12553934166221375,1.194844564372514,1.0,0.85,0.85,0.85
2021-01-15,0.10826423969527132,1.3854990384840025,1.0,0.85,0.85,0.85
2021-01-19,0.1176879544905503,1.2745569472196423,1.0,0.85,0.85,0.85
2021-01-20,0.1263468051903592,1.1872084915325238,1.0,0.85,0.85,0.85
2021-01-21,0.15561349955739084,0.9639266543496725,0.9639266543496725,0.85,0.85,0.85
2021-01-22,0.12334753916578489,1.2160761456164353,1.0,0.85,0.85,0.85
2021-01-25,0.13024834140041675,1.1516461429544165,1.0,0.85,0.85,0.85
2021-01-26,0.12174715942593978,1.2320615996896975,1.0,0.85,0.85,0.85
2021-01-27,0.117139892438608,1.2805202128609916,1.0,0.85,0.85,0.85
2021-01-28,0.19782291913468172,0.7582539002868371,0.7582539002868371,0.4,0.4,0.4
2021-01-29,0.16347297045513634,0.9175828859191503,0.9175828859191503,0.85,0.85,0.85
2021-02-01,0.20588344612002438,0.728567560077434,0.728567560077434,0.4,0.4,0.4
2021-02-02,0.2128414433171562,0.7047499662764651,0.7047499662764651,0.4,0.4,0.4
2021-02-03,0.21875541235588786,0.6856973200551886,0.6856973200551886,0.4,0.4,0.4
2021-02-04,0.16086357348738506,0.9324671630010943,0.9324671630010943,0.85,0.85,0.85
2021-02-05,0.18719665706798855,0.8012963604661008,0.8012963604661008,0.4,0.4,0.4
2021-02-08,0.1248191842839074,1.2017383454358874,1.0,0.85,0.85,0.85
2021-02-09,0.12637321167766075,1.1869604167582914,1.0,0.85,0.85,0.85
2021-02-10,0.10737514111764723,1.3969713887095168,1.0,0.85,0.85,0.85
2021-02-11,0.10873435539857126,1.3795087987616006,1.0,0.85,0.85,0.85
2021-02-12,0.10214689927007016,1.4684733562338408,1.0,0.85,0.85,0.85
2021-02-16,0.1123596817112226,1.3349984417499274,1.0,0.85,0.85,0.85
2021-02-17,0.0963708344685781,1.5,1.0,0.85,1.0,0.85
2021-02-18,0.09379826939022325,1.5,1.0,0.85,1.0,0.85
2021-02-19,0.10871435162649215,1.37976263258555,1.0,0.85,0.85,0.85
2021-02-22,0.10318703619133855,1.4536709797716905,1.0,0.85,0.85,0.85
2021-02-23,0.11511045946605575,1.3030961799282246,1.0,0.85,0.85,0.85
2021-02-24,0.10159461920294284,1.4764561467607236,1.0,0.85,0.85,0.85
2021-02-25,0.14589354523771658,1.0281469255928521,1.0,0.85,0.85,0.85
2021-02-26,0.21162200682335652,0.7088109703316765,0.7088109703316765,0.4,0.4,0.4
2021-03-01,0.16536988038275774,0.907057558805852,0.907057558805852,0.85,0.85,0.85
2021-03-02,0.24176783418842157,0.6204299281727346,0.6204299281727346,0.4,0.4,0.4
2021-03-03,0.2001630373522596,0.7493891079201626,0.7493891079201626,0.4,0.4,0.4
2021-03-04,0.2117459443658814,0.7083960944291383,0.7083960944291383,0.4,0.4,0.4
2021-03-05,0.19596274098225613,0.7654516325304006,0.7654516325304006,0.4,0.4,0.4
2021-03-08,0.22415052572872468,0.6691931661205898,0.6691931661205898,0.4,0.4,0.4
2021-03-09,0.16230226835174064,0.9242015008374422,0.9242015008374422,0.85,0.85,0.85
2021-03-10,0.19658583988769784,0.7630254553720115,0.7630254553720115,0.4,0.4,0.4
2021-03-11,0.16491387535536628,0.9095656728505774,0.9095656728505774,0.85,0.85,0.85
2021-03-12,0.15491317713020705,0.9682843175692055,0.9682843175692055,0.85,0.85,0.85
2021-03-15,0.12518174948741523,1.1982577381623811,1.0,0.85,0.85,0.85
2021-03-16,0.12307418670029086,1.2187770971444942,1.0,0.85,0.85,0.85
2021-03-17,0.11047719797801517,1.3577462385482462,1.0,0.85,0.85,0.85
2021-03-18,0.11469325364655827,1.307836295779383,1.0,0.85,0.85,0.85
2021-03-19,0.16024075335822563,0.9360914552409026,0.9360914552409026,0.85,0.85,0.85
2021-03-22,0.12916469932509034,1.1613080104996023,1.0,0.85,0.85,0.85
2021-03-23,0.14561503491881028,1.0301134088498114,1.0,0.85,0.85,0.85
2021-03-24,0.14754473599417522,1.0166408105940268,1.0,0.85,0.85,0.85
2021-03-25,0.13857249297085455,1.0824659121312694,1.0,0.85,0.85,0.85
2021-03-26,0.13067509476083938,1.1478851442543732,1.0,0.85,0.85,0.85
2021-03-29,0.17145485139651678,0.874865883223689,0.874865883223689,0.85,0.85,0.85
2021-03-30,0.13226868735569328,1.1340552552443812,1.0,0.85,0.85,0.85
2021-03-31,0.13080907335891045,1.1467094456699802,1.0,0.85,0.85,0.85
2021-04-01,0.12756251282175649,1.175894051331487,1.0,0.85,0.85,0.85
2021-04-05,0.14600958081168872,1.0273298448370851,1.0,0.85,0.85,0.85
2021-04-06,0.15149518832497602,0.9901304566731938,0.9901304566731938,0.85,0.85,0.85
2021-04-07,0.11739778310011537,1.2777072619172192,1.0,0.85,0.85,0.85
2021-04-08,0.11382647756264343,1.3177953250591348,1.0,0.85,0.85,0.85
2021-04-09,0.12171464526194138,1.2323907256779647,1.0,0.85,0.85,0.85
2021-04-12,0.12526731580187533,1.1974392445451791,1.0,0.85,0.85,0.85
2021-04-13,0.09424111830304299,1.5,1.0,0.85,1.0,0.85
2021-04-14,0.0977312840491897,1.5,1.0,0.85,1.0,0.85
2021-04-15,0.10613676369447497,1.413270904243789,1.0,0.85,0.85,0.85
2021-04-16,0.1321995312290878,1.1346485014388277,1.0,0.85,0.85,0.85
2021-04-19,0.11221559510363477,1.336712600966649,1.0,0.85,0.85,0.85
2021-04-20,0.12061549925617446,1.2436212669601938,1.0,0.85,0.85,0.85
2021-04-21,0.13273398333200148,1.130079850197909,1.0,0.85,0.85,0.85
2021-04-22,0.1426856149595126,1.0512622456199447,1.0,0.85,0.85,0.85
2021-04-23,0.14030458988218014,1.0691025869215078,1.0,0.85,0.85,0.85
2021-04-26,0.15381571580458633,0.9751929392609402,0.9751929392609402,0.85,0.85,0.85
2021-04-27,0.13077972824242742,1.1469667510085646,1.0,0.85,0.85,0.85
2021-04-28,0.1190876992299832,1.2595759341216148,1.0,0.85,0.85,0.85
2021-04-29,0.11402577259239301,1.3154920733245437,1.0,0.85,0.85,0.85
2021-04-30,0.1158274632991649,1.2950296564172572,1.0,0.85,0.85,0.85
2021-05-03,0.11613442139518078,1.2916067277726544,1.0,0.85,0.85,0.85
2021-05-04,0.10514731538906502,1.4265699456516938,1.0,0.85,0.85,0.85
2021-05-05,0.11887633119147414,1.2618155228764163,1.0,0.85,0.85,0.85
2021-05-06,0.10482288101534441,1.43098528247895,1.0,0.85,0.85,0.85
2021-05-07,0.12672428776882866,1.1836720698216199,1.0,0.85,0.85,0.85
2021-05-10,0.12339227851721625,1.2156352229047405,1.0,0.85,0.85,0.85
2021-05-11,0.14211779008461756,1.055462513951908,1.0,0.85,0.85,0.85
2021-05-12,0.1434516566572935,1.0456484330351827,1.0,0.85,0.85,0.85
2021-05-13,0.19630304201233206,0.7641246842755334,0.7641246842755334,0.4,0.4,0.4
2021-05-14,0.18103645081613678,0.8285624211244736,0.8285624211244736,0.85,0.85,0.85
2021-05-17,0.20047913212457408,0.7482075486379935,0.7482075486379935,0.4,0.4,0.4
2021-05-18,0.16722806264803686,0.896978638780881,0.896978638780881,0.85,0.85,0.85
2021-05-19,0.18059387139437605,0.8305929699709135,0.8305929699709135,0.85,0.85,0.85
2021-05-20,0.14234069744665187,1.0538096460867685,1.0,0.85,0.85,0.85
2021-05-21,0.1589918352122277,0.9434446731165465,0.9434446731165465,0.85,0.85,0.85
2021-05-24,0.11755763615396286,1.2759698553613992,1.0,0.85,0.85,0.85
2021-05-25,0.14783259179187602,1.0146612339123116,1.0,0.85,0.85,0.85
2021-05-26,0.11983556876871555,1.2517151755627935,1.0,0.85,0.85,0.85
2021-05-27,0.1148844983001755,1.3056591813464085,1.0,0.85,0.85,0.85
2021-05-28,0.10505500734594973,1.4278234211725374,1.0,0.85,0.85,0.85
2021-06-01,0.10884141369662065,1.3781518900342733,1.0,0.85,0.85,0.85
2021-06-02,0.09117001343911715,1.5,1.0,0.85,1.0,0.85
2021-06-03,0.09002717152477405,1.5,1.0,0.85,1.0,0.85
2021-06-04,0.1002166234167774,1.4967576723891927,1.0,0.85,1.0,0.85
2021-06-07,0.12419561757184476,1.2077720851400244,1.0,0.85,0.85,0.85
2021-06-08,0.10587350952058201,1.416784998242074,1.0,0.85,0.85,0.85
2021-06-09,0.10422065056333979,1.439254113164818,1.0,0.85,0.85,0.85
2021-06-10,0.10774996835901167,1.392111777705731,1.0,0.85,0.85,0.85
2021-06-11,0.11223875313833251,1.3364367992856028,1.0,0.85,0.85,0.85
2021-06-14,0.09229059666603931,1.5,1.0,0.85,1.0,0.85
2021-06-15,0.09261068242305004,1.5,1.0,0.85,1.0,0.85
2021-06-16,0.09218194353022184,1.5,1.0,0.85,1.0,0.85
2021-06-17,0.1078652672026896,1.390623728008155,1.0,0.85,0.85,0.85
2021-06-18,0.09033602649881278,1.5,1.0,0.85,1.0,0.85
2021-06-21,0.13839412448952,1.0838610421742207,1.0,0.85,0.85,0.85
2021-06-22,0.16194014396833836,0.9262681650408262,0.9262681650408262,0.85,0.85,0.85
2021-06-23,0.1430553428850677,1.0485452481177981,1.0,0.85,0.85,0.85
2021-06-24,0.1305134122497835,1.1493071663234276,1.0,0.85,0.85,0.85
2021-06-25,0.14283096568732895,1.0501924374604088,1.0,0.85,0.85,0.85
2021-06-28,0.1128621146614019,1.3290553738959758,1.0,0.85,0.85,0.85
2021-06-29,0.09505323590595322,1.5,1.0,0.85,1.0,0.85
2021-06-30,0.09083784395839811,1.5,1.0,0.85,1.0,0.85
2021-07-01,0.08883081021222453,1.5,1.0,0.85,1.0,0.85
2021-07-02,0.09929415332472186,1.5,1.0,0.85,1.0,0.85
2021-07-06,0.10980806692684025,1.3660198580850864,1.0,0.85,0.85,0.85
2021-07-07,0.09975061328685574,1.5,1.0,0.85,1.0,0.85
2021-07-08,0.10246555952451922,1.4639065135257097,1.0,0.85,0.85,0.85
2021-07-09,0.1275882701509284,1.1756566635989343,1.0,0.85,0.85,0.85
2021-07-12,0.14012297819603597,1.0704882377688676,1.0,0.85,0.85,0.85
2021-07-13,0.120803793966578,1.2416828567611007,1.0,0.85,0.85,0.85
2021-07-14,0.12177568989858185,1.2317729435565024,1.0,0.85,0.85,0.85
2021-07-15,0.11672053198002084,1.2851209419237022,1.0,0.85,0.85,0.85
2021-07-16,0.11451916128768641,1.3098244722835621,1.0,0.85,0.85,0.85
2021-07-19,0.11828567469550469,1.2681163664673298,1.0,0.85,0.85,0.85
2021-07-20,0.1442695217767151,1.0397206433674462,1.0,0.85,0.85,0.85
2021-07-21,0.16828308268031594,0.8913551951324308,0.8913551951324308,0.85,0.85,0.85
2021-07-22,0.15762893356655477,0.9516019464577951,0.9516019464577951,0.85,0.85,0.85
2021-07-23,0.14316295512871866,1.0477570811885946,1.0,0.85,0.85,0.85
2021-07-26,0.16079732097413818,0.9328513627669532,0.9328513627669532,0.85,0.85,0.85
2021-07-27,0.1101372606219596,1.3619369063015574,1.0,0.85,0.85,0.85
2021-07-28,0.11824901191260748,1.2685095424802217,1.0,0.85,0.85,0.85
2021-07-29,0.10655884520075916,1.4076729127215744,1.0,0.85,0.85,0.85
2021-07-30,0.11577613473567322,1.2956037990252722,1.0,0.85,0.85,0.85
2021-08-02,0.10997450447747854,1.3639524971055286,1.0,0.85,0.85,0.85
2021-08-03,0.1014960598976886,1.4778898821412867,1.0,0.85,1.0,0.85
2021-08-04,0.12344249048300343,1.2151407462137458,1.0,0.85,0.85,0.85
2021-08-05,0.11949030627367846,1.2553319568571752,1.0,0.85,0.85,0.85
2021-08-06,0.12553023883448894,1.194931208549474,1.0,0.85,0.85,0.85
2021-08-09,0.11019108868882863,1.3612716035830152,1.0,0.85,0.85,0.85
2021-08-10,0.10662334817674647,1.4068213253944089,1.0,0.85,0.85,0.85
2021-08-11,0.10120774596811638,1.482099997042269,1.0,0.85,1.0,0.85
2021-08-12,0.09644743993015407,1.5,1.0,0.85,1.0,0.85
2021-08-13,0.09159653034034952,1.5,1.0,0.85,1.0,0.85
2021-08-16,0.08879650105062203,1.5,1.0,0.85,1.0,0.85
2021-08-17,0.08523578723101705,1.5,1.0,0.85,1.0,0.85
2021-08-18,0.11109392855761242,1.3502088003145123,1.0,0.85,0.85,0.85
2021-08-19,0.13315533882499442,1.1265038362235287,1.0,0.85,0.85,0.85
2021-08-20,0.10940913214739947,1.3710007296092543,1.0,0.85,0.85,0.85
2021-08-23,0.13265065271599585,1.1307897618954728,1.0,0.85,0.85,0.85
2021-08-24,0.14072636802263394,1.0658983252937682,1.0,0.85,0.85,0.85
2021-08-25,0.11941307168956469,1.2561438867425787,1.0,0.85,0.85,0.85
2021-08-26,0.09825375995548041,1.5,1.0,0.85,1.0,0.85
2021-08-27,0.11930435181516376,1.2572885876987328,1.0,0.85,0.85,0.85
2021-08-30,0.12799772612477173,1.1718958183193078,1.0,0.85,0.85,0.85
2021-08-31,0.11320295189623228,1.3250537860311082,1.0,0.85,0.85,0.85
2021-09-01,0.10776626774635499,1.3919012241664412,1.0,0.85,0.85,0.85
2021-09-02,0.10525225287717696,1.4251476419705804,1.0,0.85,0.85,0.85
2021-09-03,0.10207683919664005,1.4694812376688224,1.0,0.85,1.0,0.85
2021-09-07,0.08654444968239068,1.5,1.0,0.85,1.0,0.85
2021-09-08,0.09481325764054292,1.5,1.0,0.85,1.0,0.85
2021-09-09,0.08910890130398477,1.5,1.0,0.85,1.0,0.85
2021-09-10,0.09909944411660085,1.5,1.0,0.85,1.0,0.85
2021-09-13,0.10841912021835601,1.3835198044210295,1.0,0.85,0.85,0.85
2021-09-14,0.1004284074594376,1.493601300613913,1.0,0.85,1.0,0.85
2021-09-15,0.1081281312052321,1.3872430636509678,1.0,0.85,0.85,0.85
2021-09-16,0.12899987139302932,1.1627918569235522,1.0,0.85,0.85,0.85
2021-09-17,0.11183303598062805,1.3412852354825036,1.0,0.85,0.85,0.85
2021-09-20,0.13336107554921722,1.124765973746531,1.0,0.85,0.85,0.85
2021-09-21,0.16356117552128613,0.9170880529681614,0.9170880529681614,0.85,0.85,0.85
2021-09-22,0.127102506870477,1.1801498152420906,1.0,0.85,0.85,0.85
2021-09-23,0.15028292700634002,0.9981173709351023,0.9981173709351023,0.85,0.85,0.85
2021-09-24,0.1690949521748778,0.887075563585542,0.887075563585542,0.85,0.85,0.85
2021-09-27,0.13942410038023573,1.0758541714877257,1.0,0.85,0.85,0.85
2021-09-28,0.11795489694252859,1.2716725111725105,1.0,0.85,0.85,0.85
2021-09-29,0.19179694779969636,0.7820770962249769,0.7820770962249769,0.4,0.4,0.4
2021-09-30,0.14296298386388728,1.049222644533025,1.0,0.85,0.85,0.85
2021-10-01,0.1568322649057018,0.9564358462220142,0.9564358462220142,0.85,0.85,0.85
2021-10-04,0.1714764478349039,0.8747556990708062,0.8747556990708062,0.85,0.85,0.85
2021-10-05,0.17687360875704422,0.8480632077001485,0.8480632077001485,0.85,0.85,0.85
2021-10-06,0.16661154976812287,0.9002977297117664,0.9002977297117664,0.85,0.85,0.85
2021-10-07,0.15294075189509432,0.9807719534613544,0.9807719534613544,0.85,0.85,0.85
2021-10-08,0.15402818940361712,0.9738477130763278,0.9738477130763278,0.85,0.85,0.85
2021-10-11,0.13452110022263036,1.1150667051618839,1.0,0.85,0.85,0.85
2021-10-12,0.13657365863618307,1.0983084256355993,1.0,0.85,0.85,0.85
2021-10-13,0.11953620976903619,1.25484989267959,1.0,0.85,0.85,0.85
2021-10-14,0.1217788648460196,1.2317408294917507,1.0,0.85,0.85,0.85
2021-10-15,0.16954526097511138,0.884719508745334,0.884719508745334,0.85,0.85,0.85
2021-10-18,0.1484887263663324,1.0101776994836575,1.0,0.85,0.85,0.85
2021-10-19,0.1265314883541439,1.1854756626285072,1.0,0.85,0.85,0.85
2021-10-20,0.1279028507248296,1.1727651037482365,1.0,0.85,0.85,0.85
2021-10-21,0.11874638568269395,1.2631963418307302,1.0,0.85,0.85,0.85
2021-10-22,0.10028421975849067,1.4957487864116337,1.0,0.85,1.0,0.85
2021-10-25,0.0992499557473326,1.5,1.0,0.85,1.0,0.85
2021-10-26,0.11007848606267115,1.362664089644186,1.0,0.85,0.85,0.85
2021-10-27,0.09578335111973954,1.5,1.0,0.85,1.0,0.85
2021-10-28,0.10767182205532884,1.393122147806881,1.0,0.85,0.85,0.85
2021-10-29,0.1294119705911664,1.1590890650593255,1.0,0.85,0.85,0.85
2021-11-01,0.10881313898170354,1.3785099979996152,1.0,0.85,0.85,0.85
2021-11-02,0.1065136764303717,1.408269858172208,1.0,0.85,0.85,0.85
2021-11-03,0.11021683655897799,1.3609535955038383,1.0,0.85,0.85,0.85
2021-11-04,0.10502489755038394,1.4282327666926788,1.0,0.85,0.85,0.85
2021-11-05,0.09457205261626803,1.5,1.0,0.85,1.0,0.85
2021-11-08,0.0902208903858694,1.5,1.0,0.85,1.0,0.85
2021-11-09,0.08558800817456545,1.5,1.0,0.85,1.0,0.85
2021-11-10,0.09966578727280913,1.5,1.0,0.85,1.0,0.85
2021-11-11,0.1192070245035325,1.2583151087338398,1.0,0.85,0.85,0.85
2021-11-12,0.09739526382282088,1.5,1.0,0.85,1.0,0.85
2021-11-15,0.11907314746748694,1.2597298651314954,1.0,0.85,0.85,0.85
2021-11-16,0.10192507687535081,1.4716692358588297,1.0,0.85,1.0,0.85
2021-11-17,0.11073253305223558,1.354615449185479,1.0,0.85,0.85,0.85
2021-11-18,0.0973101459899825,1.5,1.0,0.85,1.0,0.85
2021-11-19,0.09911722937845668,1.5,1.0,0.85,1.0,0.85
2021-11-22,0.09111619303941995,1.5,1.0,0.85,1.0,0.85
2021-11-23,0.09569998480368083,1.5,1.0,0.85,1.0,0.85
2021-11-24,0.08890491627268797,1.5,1.0,0.85,1.0,0.85
2021-11-26,0.09228567066541327,1.5,1.0,0.85,1.0,0.85
2021-11-29,0.17981334891579515,0.8341983557085272,0.8341983557085272,0.85,0.85,0.85
2021-11-30,0.16986959814493807,0.8830302869852867,0.8830302869852867,0.85,0.85,0.85
2021-12-01,0.2006629259853382,0.7475222404110664,0.7475222404110664,0.4,0.4,0.4
2021-12-02,0.1802190837789105,0.8323202895871853,0.8323202895871853,0.85,0.85,0.85
2021-12-03,0.20629855853190004,0.7271015418985849,0.7271015418985849,0.4,0.4,0.4
2021-12-06,0.17864807913385367,0.8396395904576794,0.8396395904576794,0.85,0.85,0.85
2021-12-07,0.186103983048993,0.8060010191211844,0.8060010191211844,0.4,0.4,0.4
2021-12-08,0.20518820888719236,0.7310361585273473,0.7310361585273473,0.4,0.4,0.4
2021-12-09,0.14856147400182695,1.0096830353080324,1.0,0.85,0.85,0.85
2021-12-10,0.16258497340160463,0.9225944862043417,0.9225944862043417,0.85,0.85,0.85
2021-12-13,0.15796276003197016,0.9495909033853386,0.9495909033853386,0.85,0.85,0.85
2021-12-14,0.1662003587619515,0.9025251276072439,0.9025251276072439,0.85,0.85,0.85
2021-12-15,0.14014801282168504,1.0702970165609837,1.0,0.85,0.85,0.85
2021-12-16,0.17839797148311537,0.8408167354873588,0.8408167354873588,0.85,0.85,0.85
2021-12-17,0.16471925434796947,0.9106403534533064,0.9106403534533064,0.85,0.85,0.85
2021-12-20,0.1663227445103369,0.901861019920084,0.901861019920084,0.85,0.85,0.85
2021-12-21,0.16782438726670618,0.893791435458187,0.893791435458187,0.85,0.85,0.85
2021-12-22,0.20296163916614096,0.7390559152767412,0.7390559152767412,0.4,0.4,0.4
2021-12-23,0.17892493928075492,0.838340371124183,0.838340371124183,0.85,0.85,0.85
2021-12-27,0.16685436963062183,0.8989875442403239,0.8989875442403239,0.85,0.85,0.85
2021-12-28,0.17729369201965145,0.8460537895695343,0.8460537895695343,0.85,0.85,0.85
2021-12-29,0.12510683590773658,1.1989752511255385,1.0,0.85,0.85,0.85
2021-12-30,0.12044564996442972,1.2453749890037402,1.0,0.85,0.85,0.85
2021-12-31,0.12528858958298505,1.1972359214774886,1.0,0.85,0.85,0.85
2022-01-03,0.12541140493694689,1.1960634686726899,1.0,0.85,0.85,0.85
2022-01-04,0.11455250361471266,1.3094432270508194,1.0,0.85,0.85,0.85
2022-01-05,0.1014829671059398,1.4780805516201792,1.0,0.85,1.0,0.85
2022-01-06,0.17532645398169555,0.8555468760901325,0.8555468760901325,0.85,0.85,0.85
2022-01-07,0.1319066384244869,1.1371679378052764,1.0,0.85,0.85,0.85
2022-01-10,0.1387674614342966,1.080945046119632,1.0,0.85,0.85,0.85
2022-01-11,0.12555074869893632,1.1947360055947704,1.0,0.85,0.85,0.85
2022-01-12,0.15453696359617103,0.9706415637359951,0.9706415637359951,0.85,0.85,0.85
2022-01-13,0.11386019545775193,1.3174050808270201,1.0,0.85,0.85,0.85
2022-01-14,0.15705975790144466,0.9550504980029659,0.9550504980029659,0.85,0.85,0.85
2022-01-18,0.124522970615778,1.204597025418167,1.0,0.85,0.85,0.85
2022-01-19,0.18060214571855898,0.8305549161843969,0.8305549161843969,0.85,0.85,0.85
2022-01-20,0.1514592716896379,0.9903652534878936,0.9903652534878936,0.85,0.85,0.85
2022-01-21,0.14211205735970323,1.0555050907491361,1.0,0.85,0.85,0.85
2022-01-24,0.16725038368867,0.8968589290606297,0.8968589290606297,0.85,0.85,0.85
2022-01-25,0.13888563347730531,1.0800253146738235,1.0,0.85,0.85,0.85
