entry_time,exit_time,position,entry_price,exit_price,exit_reason,risk,shares,gross_pnl,fees,net_pnl,equity_before,equity
2018-11-07,2018-11-09,vixshort,100,99.78552694403085,rebalance,0.2145,1,-200.23,12.58,-200.23,93357.54,93157.32
2018-11-09,2018-11-12,vixshort,100,98.61453694049422,rebalance,1.3855,1,-1290.66,4.37,-1290.66,93157.32,91866.66
2018-11-12,2018-11-13,cash,100,99.98998999999999,rebalance,0.01,1,-9.2,7.44,-9.2,91866.66,91857.46
2018-11-13,2018-11-14,vixshort,100,99.50071031777779,rebalance,0.4993,1,-458.63,9.2,-458.63,91857.46,91398.83
2018-11-14,2018-11-15,cash,100,99.99001000000001,rebalance,0.01,1,-9.13,8.97,-9.13,91398.83,91389.7
2018-11-15,2018-11-16,vixshort,100,100.93155569898246,rebalance,0.9316,1,851.35,9.13,851.35,91389.7,92241.04
2018-11-16,2018-11-19,vixshort,100,98.90830090953799,rebalance,1.0917,1,-1006.99,1.19,-1006.99,92241.04,91234.05
2018-11-19,2018-11-20,vixshort,100,98.84463299176988,rebalance,1.1554,1,-1054.09,1.31,-1054.09,91234.05,90179.96
2018-11-20,2018-11-21,cash,100,99.9896,rebalance,0.0104,1,-9.38,8.65,-9.38,90179.96,90170.58
2018-11-21,2018-11-26,vixshort,100,100.98403314233819,rebalance,0.984,1,887.31,9.38,887.31,90170.58,91057.89
2018-11-26,2018-11-27,vixshort,100,100.18104435459236,rebalance,0.181,1,164.86,5.52,164.86,91057.89,91222.74
2018-11-27,2018-11-28,vixshort,100,100.53504342586915,rebalance,0.535,1,488.08,4.29,488.08,91222.74,91710.83
2018-11-28,2018-12-06,vixshort,100,99.0923133934073,rebalance,0.9077,1,-832.45,4.68,-832.45,91710.83,90878.38
2018-12-06,2018-12-12,vixlong,100,101.00786616556039,rebalance,1.0079,1,915.93,13.46,915.93,90878.38,91794.31
2018-12-12,2018-12-17,vixshort,100,99.1911967216929,rebalance,0.8088,1,-742.44,15.02,-742.44,91794.31,91051.88
2018-12-17,2018-12-26,cash,100,99.98479499999999,rebalance,0.0152,1,-13.84,4.56,-13.84,91051.88,91038.03
2018-12-26,2018-12-28,vixlong,100,101.2316221853484,rebalance,1.2316,1,1121.24,13.84,1121.24,91038.03,92159.28
2018-12-28,2018-12-31,vixlong,100,98.99763664215202,rebalance,1.0024,1,-923.77,1.34,-923.77,92159.28,91235.5
2018-12-31,2019-01-04,vixlong,100,98.28821188434861,rebalance,1.7118,1,-1561.76,1.0,-1561.76,91235.5,89673.75
2019-01-04,2019-01-11,vixshort,100,101.19694935917451,rebalance,1.1969,1,1073.35,15.62,1073.35,89673.75,90747.1
2019-01-11,2019-01-17,vixshort,100,100.29166182197574,rebalance,0.2917,1,264.67,1.2,264.67,90747.1,91011.77
2019-01-17,2019-01-22,vixshort,100,98.75840291340477,rebalance,1.2416,1,-1130.0,3.96,-1130.0,91011.77,89881.77
2019-01-22,2019-01-23,cash,100,99.99024,rebalance,0.0098,1,-8.77,7.66,-8.77,89881.77,89873.0
2019-01-23,2019-01-25,vixshort,100,101.40041129009809,rebalance,1.4004,1,1258.59,8.77,1258.59,89873.0,91131.59
2019-01-25,2019-01-28,vixshort,100,99.27321092315464,rebalance,0.7268,1,-662.33,1.46,-662.33,91131.59,90469.26
2019-01-28,2019-01-31,vixshort,100,101.73559859340837,rebalance,1.7356,1,1570.18,0.93,1570.18,90469.26,92039.44
2019-01-31,2019-02-15,vixshort,100,101.36253915747797,rebalance,1.3625,1,1254.07,1.7,1254.07,92039.44,93293.51
2019-02-15,2019-02-22,vixshort,100,100.92673840620175,rebalance,0.9267,1,864.59,1.3,864.59,93293.51,94158.1
2019-02-22,2019-03-06,vixshort,100,99.41442336091212,rebalance,0.5856,1,-551.37,1.03,-551.37,94158.1,93606.73
2019-03-06,2019-03-12,vixshort,100,100.91290241109839,rebalance,0.9129,1,854.54,1.28,854.54,93606.73,94461.27
2019-03-12,2019-03-22,vixshort,100,98.85672641938453,rebalance,1.1433,1,-1079.95,1.29,-1079.95,94461.27,93381.32
2019-03-22,2019-03-26,vixshort,100,100.89307560671668,rebalance,0.8931,1,833.97,1.73,833.97,93381.32,94215.28
2019-03-26,2019-04-01,vixshort,100,100.80859157219703,rebalance,0.8086,1,761.82,1.2,761.82,94215.28,94977.1
2019-04-01,2019-04-04,vixshort,100,100.02615972089852,rebalance,0.0262,1,24.85,4.12,24.85,94977.1,95001.95
2019-04-04,2019-04-12,vixshort,100,101.14078627998764,rebalance,1.1408,1,1083.77,3.26,1083.77,95001.95,96085.72
2019-04-12,2019-05-01,vixshort,100,99.73835551311471,rebalance,0.2616,1,-251.4,1.22,-251.4,96085.72,95834.31
2019-05-01,2019-05-03,vixshort,100,100.67978788450208,rebalance,0.6798,1,651.47,1.45,651.47,95834.31,96485.78
2019-05-03,2019-05-06,vixshort,100,99.26994257989188,rebalance,0.7301,1,-704.4,1.21,-704.4,96485.78,95781.38
2019-05-06,2019-05-07,vixshort,100,97.45575586379947,rebalance,2.5442,1,-2436.91,1.54,-2436.91,95781.38,93344.47
2019-05-07,2019-05-10,cash,100,99.99198,rebalance,0.008,1,-7.49,6.18,-7.49,93344.47,93336.98
2019-05-10,2019-05-13,vixshort,100,97.61500879055728,rebalance,2.385,1,-2226.08,7.49,-2226.08,93336.98,91110.9
2019-05-13,2019-05-14,cash,100,99.99097,rebalance,0.009,1,-8.23,6.38,-8.23,91110.9,91102.68
2019-05-14,2019-05-15,vixshort,100,100.76051233417125,rebalance,0.7605,1,692.85,8.23,692.85,91102.68,91795.52
2019-05-15,2019-05-28,vixshort,100,99.93791809014205,rebalance,0.0621,1,-56.99,4.8,-56.99,91795.52,91738.54
2019-05-28,2019-06-03,vixshort,100,99.12240314098165,rebalance,0.8776,1,-805.09,4.28,-805.09,91738.54,90933.44
2019-06-03,2019-06-04,cash,100,99.991515,rebalance,0.0085,1,-7.72,7.63,-7.72,90933.44,90925.73
2019-06-04,2019-06-05,vixshort,100,100.38065462782934,rebalance,0.3807,1,346.11,7.72,346.11,90925.73,91271.84
2019-06-05,2019-06-11,vixshort,100,100.13160592027155,rebalance,0.1316,1,120.12,4.22,120.12,91271.84,91391.96
2019-06-11,2019-06-19,vixshort,100,101.17815255745919,rebalance,1.1782,1,1076.74,3.57,1076.74,91391.96,92468.69
2019-06-19,2019-06-25,vixshort,100,99.37127764556635,rebalance,0.6287,1,-581.37,1.22,-581.37,92468.69,91887.32
2019-06-25,2019-07-01,vixshort,100,101.6370114009199,rebalance,1.637,1,1504.21,1.14,1504.21,91887.32,93391.53
2019-07-01,2019-07-03,vixshort,100,100.60947009036592,rebalance,0.6095,1,569.19,1.67,569.19,93391.53,93960.72
2019-07-03,2019-07-31,vixshort,100,99.78908144186556,rebalance,0.2109,1,-198.18,0.95,-198.18,93960.72,93762.54
2019-07-31,2019-08-01,vixshort,100,98.74750874139839,rebalance,1.2525,1,-1174.37,1.75,-1174.37,93762.54,92588.17
2019-08-01,2019-08-05,vixshort,100,97.3173889177355,rebalance,2.6826,1,-2483.78,1.3,-2483.78,92588.17,90104.39
2019-08-05,2019-08-07,cash,100,99.99025499999999,rebalance,0.0097,1,-8.78,7.03,-8.78,90104.39,90095.61
2019-08-07,2019-08-08,vixshort,100,101.10576300739025,rebalance,1.1058,1,996.24,8.78,996.24,90095.61,91091.86
2019-08-08,2019-08-12,vixshort,100,99.14666969400336,rebalance,0.8533,1,-777.31,5.43,-777.31,91091.86,90314.54
2019-08-12,2019-08-13,vixlong,100,98.48479599492701,rebalance,1.5152,1,-1368.45,12.99,-1368.45,90314.54,88946.09
2019-08-13,2019-08-14,vixshort,100,98.7413895767423,rebalance,1.2586,1,-1119.48,12.74,-1119.48,88946.09,87826.61
2019-08-14,2019-08-16,vixlong,100,98.24371328771667,rebalance,1.7563,1,-1542.49,13.05,-1542.49,87826.61,86284.12
2019-08-16,2019-08-21,vixshort,100,100.96083304471665,rebalance,0.9608,1,829.05,12.92,829.05,86284.12,87113.17
2019-08-21,2019-08-23,vixshort,100,98.8959325851254,rebalance,1.1041,1,-961.79,0.96,-961.79,87113.17,86151.38
2019-08-23,2019-08-28,vixshort,100,100.31019587937331,rebalance,0.3102,1,267.24,1.32,267.24,86151.38,86418.62
2019-08-28,2019-08-29,vixshort,100,100.82019474665735,rebalance,0.8202,1,708.8,3.95,708.8,86418.62,87127.42
2019-08-29,2019-08-30,vixshort,100,99.95941551694875,rebalance,0.0406,1,-35.36,4.82,-35.36,87127.42,87092.06
2019-08-30,2019-09-04,vixshort,100,100.21967883728102,rebalance,0.2197,1,191.32,4.39,191.32,87092.06,87283.38
2019-09-04,2019-09-09,vixshort,100,100.67685785624423,rebalance,0.6769,1,590.78,4.58,590.78,87283.38,87874.16
2019-09-09,2019-09-13,vixshort,100,100.89432643262421,rebalance,0.8943,1,785.88,2.63,785.88,87874.16,88660.05
2019-09-13,2019-09-24,vixshort,100,99.27635794108927,rebalance,0.7236,1,-641.58,1.01,-641.58,88660.05,88018.47
2019-09-24,2019-10-02,vixshort,100,98.31737426276777,rebalance,1.6826,1,-1481.02,1.73,-1481.02,88018.47,86537.44
2019-10-02,2019-10-03,vixshort,100,100.76463011921975,rebalance,0.7646,1,661.69,2.13,661.69,86537.44,87199.14
2019-10-03,2019-10-04,vixshort,100,101.06964090465121,rebalance,1.0696,1,932.72,0.89,932.72,87199.14,88131.85
2019-10-04,2019-10-08,vixshort,100,98.48163856515055,rebalance,1.5184,1,-1338.16,1.29,-1338.16,88131.85,86793.69
2019-10-08,2019-10-10,vixshort,100,101.38932784757655,rebalance,1.3893,1,1205.85,1.96,1205.85,86793.69,87999.54
2019-10-10,2019-10-11,vixshort,100,101.09848176020056,rebalance,1.0985,1,966.66,1.67,966.66,87999.54,88966.2
2019-10-11,2019-10-17,vixshort,100,100.59428920286908,rebalance,0.5943,1,528.72,4.75,528.72,88966.2,89494.92
2019-10-17,2019-10-30,vixshort,100,101.21403226604444,rebalance,1.214,1,1086.5,2.44,1086.5,89494.92,90581.41
2019-10-30,2019-11-25,vixshort,100,102.07358082801817,rebalance,2.0736,1,1878.28,1.13,1878.28,90581.41,92459.69
2019-11-25,2019-12-02,vixshort,100,99.4159424579362,rebalance,0.5841,1,-540.02,1.04,-540.02,92459.69,91919.68
2019-12-02,2019-12-13,vixshort,100,101.43402913968751,rebalance,1.434,1,1318.15,1.63,1318.15,91919.68,93237.83
2019-12-13,2019-12-30,vixshort,100,99.72702303402234,rebalance,0.273,1,-254.52,1.62,-254.52,93237.83,92983.31
2019-12-30,2020-01-02,vixshort,100,101.2712860530146,rebalance,1.2713,1,1182.08,1.13,1182.08,92983.31,94165.4
2020-01-02,2020-01-03,vixshort,100,99.35503595748358,rebalance,0.645,1,-607.33,1.61,-607.33,94165.4,93558.06
2020-01-03,2020-01-09,vixshort,100,101.01883939212951,rebalance,1.0188,1,953.21,0.99,953.21,93558.06,94511.27
2020-01-09,2020-01-24,vixshort,100,99.86703239002237,rebalance,0.133,1,-125.67,1.11,-125.67,94511.27,94385.6
2020-01-24,2020-01-27,vixshort,100,98.44529822387844,rebalance,1.5547,1,-1467.41,1.01,-1467.41,94385.6,92918.19
2020-01-27,2020-01-28,cash,100,99.99186,rebalance,0.0081,1,-7.56,6.14,-7.56,92918.19,92910.62
2020-01-28,2020-01-31,vixshort,100,98.31244431254551,rebalance,1.6876,1,-1567.92,7.56,-1567.92,92910.62,91342.7
2020-01-31,2020-02-03,cash,100,99.991015,rebalance,0.009,1,-8.21,6.78,-8.21,91342.7,91334.5
2020-02-03,2020-02-04,vixshort,100,100.92605902922651,rebalance,0.9261,1,845.81,8.21,845.81,91334.5,92180.31
2020-02-04,2020-02-11,vixshort,100,100.37625952216376,rebalance,0.3763,1,346.84,4.93,346.84,92180.31,92527.15
2020-02-11,2020-02-12,vixshort,100,100.74464388422966,rebalance,0.7446,1,689.0,3.15,689.0,92527.15,93216.14
2020-02-12,2020-02-14,vixshort,100,99.9507894867393,rebalance,0.0492,1,-45.87,4.17,-45.87,93216.14,93170.27
2020-02-14,2020-02-20,vixshort,100,99.43988506502637,rebalance,0.5601,1,-521.86,3.19,-521.86,93170.27,92648.41
2020-02-20,2020-02-21,vixshort,100,99.02437873558114,rebalance,0.9756,1,-903.9,1.1,-903.9,92648.41,91744.51
2020-02-21,2020-02-24,vixshort,100,96.75587903056022,rebalance,3.2441,1,-2976.3,1.08,-2976.3,91744.51,88768.21
2020-02-24,2020-03-02,cash,100,99.98329,rebalance,0.0167,1,-14.83,6.35,-14.83,88768.21,88753.38
2020-03-02,2020-03-04,vixlong,100,101.70027186871744,rebalance,1.7003,1,1509.05,14.83,1509.05,88753.38,90262.43
2020-03-04,2020-03-05,vixlong,100,105.01021507174909,rebalance,5.0102,1,4522.34,1.15,4522.34,90262.43,94784.77
2020-03-05,2020-03-09,vixlong,100,114.19905420829883,rebalance,14.1991,1,13458.54,2.08,13458.54,94784.77,108243.31
2020-03-09,2020-03-10,vixlong,100,96.56061416390637,rebalance,3.4394,1,-3722.9,3.97,-3722.9,108243.31,104520.4
2020-03-10,2020-03-11,vixlong,100,105.96352878260204,rebalance,5.9635,1,6233.1,2.89,6233.1,104520.4,110753.51
2020-03-11,2020-03-12,vixlong,100,112.51891597278431,rebalance,12.5189,1,13865.14,2.01,13865.14,110753.51,124618.65
2020-03-12,2020-03-13,cash,100,99.971085,rebalance,0.0289,1,-36.03,36.8,-36.03,124618.65,124582.61
2020-03-13,2020-03-16,vixlong,100,115.52999946126228,rebalance,15.53,1,19347.68,36.03,19347.68,124582.61,143930.29
2020-03-16,2020-03-17,vixlong,100,105.78063982807546,rebalance,5.7806,1,8320.09,13.81,8320.09,143930.29,152250.38
2020-03-17,2020-03-18,vixlong,100,119.21077431982128,rebalance,19.2108,1,29248.48,5.88,29248.48,152250.38,181498.86
2020-03-18,2020-03-20,vixlong,100,86.67914666578788,rebalance,13.3209,1,-24177.2,3.03,-24177.2,181498.86,157321.66
2020-03-20,2020-03-23,vixlong,100,98.33896663745023,rebalance,1.661,1,-2613.17,5.34,-2613.17,157321.66,154708.5
2020-03-23,2020-03-24,vixlong,100,87.60115298449035,rebalance,12.3988,1,-19182.07,3.0,-19182.07,154708.5,135526.43
2020-03-24,2020-03-27,vixlong,100,104.50741549670444,rebalance,4.5074,1,6108.74,3.74,6108.74,135526.43,141635.17
2020-03-27,2020-03-30,vixlong,100,97.44336134116229,rebalance,2.5566,1,-3621.1,1.57,-3621.1,141635.17,138014.07
2020-03-30,2020-03-31,vixlong,100,97.20419535959643,rebalance,2.7958,1,-3858.6,5.22,-3858.6,138014.07,134155.46
2020-03-31,2020-04-02,vixlong,100,101.28117486527248,rebalance,1.2812,1,1718.77,1.55,1718.77,134155.46,135874.23
2020-04-02,2020-04-03,vixlong,100,97.93356523315755,rebalance,2.0664,1,-2807.75,2.19,-2807.75,135874.23,133066.48
2020-04-03,2020-04-09,vixlong,100,96.01959012718252,rebalance,3.9804,1,-5296.59,2.05,-5296.59,133066.48,127769.89
2020-04-09,2020-04-17,vixlong,100,97.45961213426676,rebalance,2.5404,1,-3245.85,1.87,-3245.85,127769.89,124524.04
2020-04-17,2020-04-20,vixlong,100,103.68096755694711,rebalance,3.681,1,4583.69,1.25,4583.69,124524.04,129107.72
2020-04-20,2020-04-24,cash,100,99.982035,rebalance,0.018,1,-23.19,26.06,-23.19,129107.72,129084.53
2020-04-24,2020-04-27,vixshort,100,102.7954322957334,rebalance,2.7954,1,3608.47,23.19,3608.47,129084.53,132693.0
2020-04-27,2020-04-28,vixshort,100,99.64769904299035,rebalance,0.3523,1,-467.48,13.96,-467.48,132693.0,132225.52
2020-04-28,2020-04-29,vixshort,100,102.17741933186785,rebalance,2.1774,1,2879.1,11.38,2879.1,132225.52,135104.63
2020-04-29,2020-04-30,vixshort,100,98.92221507960308,rebalance,1.0778,1,-1456.14,2.54,-1456.14,135104.63,133648.49
2020-04-30,2020-05-01,vixshort,100,96.90312698114182,rebalance,3.0969,1,-4138.92,2.45,-4138.92,133648.49,129509.57
2020-05-01,2020-05-05,vixshort,100,102.31582338505424,rebalance,2.3158,1,2999.21,3.33,2999.21,129509.57,132508.78
2020-05-05,2020-05-07,vixshort,100,100.89210528641308,rebalance,0.8921,1,1182.12,3.31,1182.12,132508.78,133690.9
2020-05-07,2020-05-08,vixshort,100,102.242177868176,rebalance,2.2422,1,2997.59,1.84,2997.59,133690.9,136688.48
2020-05-08,2020-05-12,vixshort,100,98.71982089337209,rebalance,1.2802,1,-1749.86,3.39,-1749.86,136688.48,134938.63
2020-05-12,2020-05-13,vixshort,100,96.48557815650737,rebalance,3.5144,1,-4742.31,4.04,-4742.31,134938.63,130196.31
2020-05-13,2020-05-14,vixshort,100,101.82099128982284,rebalance,1.821,1,2370.86,3.04,2370.86,130196.31,132567.18
2020-05-14,2020-05-18,vixshort,100,102.94798280765937,rebalance,2.948,1,3908.06,2.54,3908.06,132567.18,136475.23
2020-05-18,2020-05-19,vixshort,100,98.37777412325568,rebalance,1.6222,1,-2213.94,3.58,-2213.94,136475.23,134261.3
2020-05-19,2020-05-20,vixshort,100,101.88096669778413,rebalance,1.881,1,2525.41,1.61,2525.41,134261.3,136786.71
2020-05-20,2020-06-03,vixshort,100,102.14651575641196,rebalance,2.1465,1,2936.15,2.62,2936.15,136786.71,139722.86
2020-06-03,2020-06-05,vixshort,100,101.56822203044011,rebalance,1.5682,1,2191.16,2.69,2191.16,139722.86,141914.02
2020-06-05,2020-06-09,vixshort,100,98.26217098534592,rebalance,1.7378,1,-2466.22,1.62,-2466.22,141914.02,139447.8
2020-06-09,2020-06-11,vixshort,100,90.75205846252861,rebalance,9.2479,1,-12896.05,3.06,-12896.05,139447.8,126551.75
2020-06-11,2020-06-12,cash,100,99.981955,rebalance,0.018,1,-22.84,12.78,-22.84,126551.75,126528.91
2020-06-12,2020-06-15,vixshort,100,100.85985353660836,rebalance,0.8599,1,1087.96,22.84,1087.96,126528.91,127616.87
2020-06-15,2020-06-19,vixshort,100,100.35103245158574,rebalance,0.351,1,447.98,12.41,447.98,127616.87,128064.85
2020-06-19,2020-06-22,vixshort,100,101.55359019742616,rebalance,1.5536,1,1989.6,11.29,1989.6,128064.85,130054.45
2020-06-22,2020-06-25,vixshort,100,99.7208076192714,rebalance,0.2792,1,-363.1,13.16,-363.1,130054.45,129691.35
