entry_time,exit_time,position,entry_price,exit_price,exit_reason,risk,shares,gross_pnl,fees,net_pnl,equity_before,equity
2024-08-21,2024-09-03,vixshort,100,97.21651024807058,rebalance,2.7835,1,-6916.24,2.87,-6916.24,248473.68,241557.44
2024-09-03,2024-09-06,vixshort,100,98.98326186598808,rebalance,1.0167,1,-2456.01,8.27,-2456.01,241557.44,239101.44
2024-09-06,2024-09-09,vixshort,100,101.39186254157102,rebalance,1.3919,1,3327.96,2.96,3327.96,239101.44,242429.4
2024-09-09,2024-09-11,vixshort,100,101.22124953131734,rebalance,1.2212,1,2960.67,4.85,2960.67,242429.4,245390.07
2024-09-11,2024-09-12,vixshort,100,100.15698352478933,rebalance,0.157,1,385.22,3.35,385.22,245390.07,245775.29
2024-09-12,2024-09-17,vixshort,100,99.77463907394863,rebalance,0.2254,1,-553.88,11.41,-553.88,245775.29,245221.41
2024-09-17,2024-09-19,vixshort,100,100.92837117029482,rebalance,0.9284,1,2276.56,11.38,2276.56,245221.41,247497.97
2024-09-19,2024-10-01,vixshort,100,98.17548276863008,rebalance,1.8245,1,-4515.64,2.52,-4515.64,247497.97,242982.33
2024-10-01,2024-10-07,vixshort,100,98.40639441914406,rebalance,1.5936,1,-3872.18,5.45,-3872.18,242982.33,239110.15
2024-10-07,2024-10-08,cash,100,99.98929,rebalance,0.0107,1,-25.61,21.47,-25.61,239110.15,239084.54
2024-10-08,2024-10-14,vixshort,100,101.32254659978865,rebalance,1.3225,1,3162.0,25.61,3162.0,239084.54,242246.55
2024-10-14,2024-10-31,vixshort,100,97.82691195341654,rebalance,2.1731,1,-5264.23,3.33,-5264.23,242246.55,236982.31
2024-10-31,2024-11-01,cash,100,99.98906,rebalance,0.0109,1,-25.93,21.24,-25.93,236982.31,236956.39
2024-11-01,2024-11-04,vixshort,100,100.99916031000171,rebalance,0.9992,1,2367.57,25.93,2367.57,236956.39,239323.96
2024-11-04,2024-11-06,cash,100,99.9959325,rebalance,0.0041,1,-9.73,27.12,-9.73,239323.96,239314.23
2024-11-06,2024-11-19,vixshort,100,99.91372112485867,rebalance,0.0863,1,-206.48,9.73,-206.48,239314.23,239107.75
2024-11-19,2024-11-25,vixshort,100,100.84440450009234,rebalance,0.8444,1,2019.04,9.91,2019.04,239107.75,241126.79
2024-11-25,2024-12-06,vixshort,100,100.85291862313024,rebalance,0.8529,1,2056.62,2.96,2056.62,241126.79,243183.4
2024-12-06,2024-12-16,vixshort,100,99.56037704321498,rebalance,0.4396,1,-1069.09,3.1,-1069.09,243183.4,242114.31
2024-12-16,2024-12-18,vixshort,100,97.16460461529523,rebalance,2.8354,1,-6864.9,2.79,-6864.9,242114.31,235249.41
2024-12-18,2024-12-19,cash,100,99.987955,rebalance,0.012,1,-28.34,14.36,-28.34,235249.41,235221.08
2024-12-19,2024-12-20,vixshort,100,103.71401028475526,rebalance,3.714,1,8736.14,28.34,8736.14,235221.08,243957.21
2024-12-20,2024-12-23,vixshort,100,101.14514287038372,rebalance,1.1451,1,2793.66,10.31,2793.66,243957.21,246750.87
2024-12-23,2025-01-03,vixshort,100,100.04498806978886,rebalance,0.045,1,111.01,13.45,111.01,246750.87,246861.88
2025-01-03,2025-01-07,vixshort,100,99.21959418647663,rebalance,0.7804,1,-1926.52,9.5,-1926.52,246861.88,244935.36
2025-01-07,2025-01-10,vixshort,100,98.82775456380185,rebalance,1.1722,1,-2871.24,2.88,-2871.24,244935.36,242064.11
2025-01-10,2025-01-15,vixshort,100,102.49080901715604,rebalance,2.4908,1,6029.35,3.26,6029.35,242064.11,248093.47
2025-01-15,2025-01-17,vixshort,100,99.8939527941855,rebalance,0.106,1,-263.1,6.67,-263.1,248093.47,247830.37
2025-01-17,2025-01-23,vixshort,100,100.3466083667965,rebalance,0.3466,1,859.0,9.97,859.0,247830.37,248689.37
2025-01-23,2025-01-27,vixshort,100,99.02453151715177,rebalance,0.9755,1,-2425.89,8.35,-2425.89,248689.37,246263.49
2025-01-27,2025-01-28,vixshort,100,100.63872143605732,rebalance,0.6387,1,1572.94,4.58,1572.94,246263.49,247836.42
2025-01-28,2025-02-03,vixshort,100,99.22304269541205,rebalance,0.777,1,-1925.58,2.49,-1925.58,247836.42,245910.84
2025-02-03,2025-02-05,vixshort,100,100.99365145471764,rebalance,0.9937,1,2443.5,3.52,2443.5,245910.84,248354.34
2025-02-05,2025-02-21,vixshort,100,99.3780422768279,rebalance,0.622,1,-1544.66,4.54,-1544.66,248354.34,246809.68
2025-02-21,2025-02-27,vixshort,100,99.01413217901431,rebalance,0.9859,1,-2433.22,3.66,-2433.22,246809.68,244376.46
2025-02-27,2025-03-03,vixshort,100,98.66771508206428,rebalance,1.3323,1,-3255.79,4.56,-3255.79,244376.46,241120.67
2025-03-03,2025-03-14,cash,100,99.9945575,rebalance,0.0054,1,-13.12,24.2,-13.12,241120.67,241107.55
2025-03-14,2025-03-24,vixshort,100,101.39457256872666,rebalance,1.3946,1,3362.42,13.12,3362.42,241107.55,244469.97
2025-03-24,2025-03-27,vixshort,100,99.61688266864891,rebalance,0.3831,1,-936.61,4.12,-936.61,244469.97,243533.36
2025-03-27,2025-03-28,vixshort,100,98.34896722779887,rebalance,1.651,1,-4020.82,12.54,-4020.82,243533.36,239512.54
2025-03-28,2025-03-31,vixshort,100,100.00741167564462,rebalance,0.0074,1,17.75,5.18,17.75,239512.54,239530.3
2025-03-31,2025-04-01,cash,100,99.98911500000001,rebalance,0.0109,1,-26.07,25.95,-26.07,239530.3,239504.22
2025-04-01,2025-04-02,vixshort,100,100.70261838105277,rebalance,0.7026,1,1682.8,26.07,1682.8,239504.22,241187.02
2025-04-02,2025-04-09,cash,100,99.98319,rebalance,0.0168,1,-40.54,26.92,-40.54,241187.02,241146.48
2025-04-09,2025-04-10,vixlong,100,105.65617365610673,rebalance,5.6562,1,13639.66,40.54,13639.66,241146.48,254786.14
2025-04-10,2025-04-11,vixlong,100,98.92853204541065,rebalance,1.0715,1,-2729.95,4.52,-2729.95,254786.14,252056.19
2025-04-11,2025-04-14,vixlong,100,95.57031807205689,rebalance,4.4297,1,-11165.29,3.17,-11165.29,252056.19,240890.9
2025-04-14,2025-04-17,vixlong,100,101.49990568411746,rebalance,1.4999,1,3613.14,4.55,3613.14,240890.9,244504.04
2025-04-17,2025-04-21,vixlong,100,102.1509264827832,rebalance,2.1509,1,5259.1,2.77,5259.1,244504.04,249763.14
2025-04-21,2025-04-23,vixlong,100,96.3996493582294,rebalance,3.6004,1,-8992.35,3.36,-8992.35,249763.14,240770.79
2025-04-23,2025-04-25,vixlong,100,97.88272881257416,rebalance,2.1173,1,-5097.77,3.49,-5097.77,240770.79,235673.02
2025-04-25,2025-05-01,vixshort,100,99.92329242129968,rebalance,0.0767,1,-180.78,46.36,-180.78,235673.02,235492.24
2025-05-01,2025-05-02,vixshort,100,101.054652699225,rebalance,1.0547,1,2483.63,14.42,2483.63,235492.24,237975.87
2025-05-02,2025-05-06,vixshort,100,98.6981760824353,rebalance,1.3018,1,-3098.03,3.22,-3098.03,237975.87,234877.84
2025-05-06,2025-05-08,vixshort,100,101.6644021024841,rebalance,1.6644,1,3909.31,3.64,3909.31,234877.84,238787.16
2025-05-08,2025-05-12,vixshort,100,103.10396683496421,rebalance,3.104,1,7411.87,4.19,7411.87,238787.16,246199.03
2025-05-12,2025-05-14,vixshort,100,99.8604424254583,rebalance,0.1396,1,-343.59,19.24,-343.59,246199.03,245855.44
2025-05-14,2025-05-15,vixshort,100,100.32569020891566,rebalance,0.3257,1,800.73,11.74,800.73,245855.44,246656.17
2025-05-15,2025-05-19,vixshort,100,99.92782121872274,rebalance,0.0722,1,-178.03,12.3,-178.03,246656.17,246478.13
2025-05-19,2025-05-21,vixshort,100,98.88206704876946,rebalance,1.1179,1,-2755.46,11.45,-2755.46,246478.13,243722.67
2025-05-21,2025-05-23,vixshort,100,98.7918354891545,rebalance,1.2082,1,-2944.57,4.45,-2944.57,243722.67,240778.1
2025-05-23,2025-05-27,vixshort,100,102.2354792143909,rebalance,2.2355,1,5382.54,2.87,5382.54,240778.1,246160.65
2025-05-27,2025-06-06,vixshort,100,100.80700035590206,rebalance,0.807,1,1986.52,6.19,1986.52,246160.65,248147.16
2025-06-06,2025-06-13,vixshort,100,98.56442385431649,rebalance,1.4356,1,-3562.34,3.52,-3562.34,248147.16,244584.82
2025-06-13,2025-06-16,vixshort,100,101.48055265387906,rebalance,1.4806,1,3621.21,6.43,3621.21,244584.82,248206.03
2025-06-16,2025-06-17,vixshort,100,98.91497789646917,rebalance,1.085,1,-2693.09,3.56,-2693.09,248206.03,245512.94
2025-06-17,2025-06-23,vixshort,100,100.60972753843953,rebalance,0.6097,1,1496.96,4.14,1496.96,245512.94,247009.9
2025-06-23,2025-06-24,vixshort,100,101.47874431459734,rebalance,1.4787,1,3652.64,2.77,3652.64,247009.9,250662.54
2025-06-24,2025-07-09,vixshort,100,101.35926560028541,rebalance,1.3593,1,3407.17,4.41,3407.17,250662.54,254069.71
2025-07-09,2025-07-28,vixshort,100,101.60992497240674,rebalance,1.6099,1,4090.33,3.36,4090.33,254069.71,258160.05
2025-07-28,2025-07-31,vixshort,100,99.53541027159316,rebalance,0.4646,1,-1199.39,2.9,-1199.39,258160.05,256960.66
2025-07-31,2025-08-01,vixshort,100,98.61758838159045,rebalance,1.3824,1,-3552.25,2.68,-3552.25,256960.66,253408.41
2025-08-01,2025-08-04,vixshort,100,101.40415397445182,rebalance,1.4042,1,3558.24,6.11,3558.24,253408.41,256966.65
2025-08-04,2025-08-08,vixshort,100,100.86900966756428,rebalance,0.869,1,2233.07,5.09,2233.07,256966.65,259199.72
2025-08-08,2025-08-13,vixshort,100,100.67238227283958,rebalance,0.6724,1,1742.81,3.99,1742.81,259199.72,260942.53
2025-08-13,2025-08-14,vixshort,100,99.96520650295346,rebalance,0.0348,1,-90.79,11.06,-90.79,260942.53,260851.74
2025-08-14,2025-09-11,vixshort,100,102.28967563549487,rebalance,2.2897,1,5972.66,9.93,5972.66,260851.74,266824.4
2025-09-11,2025-09-23,vixshort,100,99.72688365064379,rebalance,0.2731,1,-728.74,2.7,-728.74,266824.4,266095.66
2025-09-23,2025-10-10,vixshort,100,98.30252076286563,rebalance,1.6975,1,-4516.92,2.88,-4516.92,266095.66,261578.74
2025-10-10,2025-10-13,vixshort,100,101.63308117971255,rebalance,1.6331,1,4271.79,8.44,4271.79,261578.74,265850.53
2025-10-13,2025-10-14,vixshort,100,99.12879007006791,rebalance,0.8712,1,-2316.12,5.17,-2316.12,265850.53,263534.41
2025-10-14,2025-10-16,vixshort,100,97.78519385757873,rebalance,2.2148,1,-5836.78,3.28,-5836.78,263534.41,257697.64
2025-10-16,2025-10-17,cash,100,99.98961,rebalance,0.0104,1,-26.77,24.51,-26.77,257697.64,257670.86
2025-10-17,2025-10-20,vixshort,100,101.61267140768962,rebalance,1.6127,1,4155.38,26.77,4155.38,257670.86,261826.25
2025-10-20,2025-10-22,vixshort,100,99.9023179502527,rebalance,0.0977,1,-255.76,16.92,-255.76,261826.25,261570.49
2025-10-22,2025-10-23,vixshort,100,100.41654071250406,rebalance,0.4165,1,1089.55,12.52,1089.55,261570.49,262660.04
2025-10-23,2025-10-24,vixshort,100,100.12769027534745,rebalance,0.1277,1,335.39,13.52,335.39,262660.04,262995.43
2025-10-24,2025-11-04,vixshort,100,99.07507155698428,rebalance,0.9249,1,-2432.52,9.99,-2432.52,262995.43,260562.91
2025-11-04,2025-11-10,vixshort,100,101.13179013673737,rebalance,1.1318,1,2949.03,4.44,2949.03,260562.91,263511.93
2025-11-10,2025-11-13,vixshort,100,98.79694317347058,rebalance,1.2031,1,-3170.2,3.04,-3170.2,263511.93,260341.74
2025-11-13,2025-11-17,vixshort,100,99.11239907774326,rebalance,0.8876,1,-2310.8,4.43,-2310.8,260341.74,258030.94
2025-11-17,2025-11-18,vixshort,100,99.21659938693406,rebalance,0.7834,1,-2021.42,3.99,-2021.42,258030.94,256009.52
2025-11-18,2025-11-19,cash,100,99.98817,rebalance,0.0118,1,-30.29,27.88,-30.29,256009.52,255979.24
2025-11-19,2025-11-20,vixshort,100,98.23052693856854,rebalance,1.7695,1,-4529.48,30.29,-4529.48,255979.24,251449.75
2025-11-20,2025-11-21,cash,100,99.988285,rebalance,0.0117,1,-29.46,28.03,-29.46,251449.75,251420.3
2025-11-21,2025-11-24,vixshort,100,101.70748678168103,rebalance,1.7075,1,4292.97,29.46,4292.97,251420.3,255713.27
2025-11-24,2025-11-25,vixshort,100,100.58972596103955,rebalance,0.5897,1,1508.01,5.37,1508.01,255713.27,257221.27
2025-11-25,2025-11-26,vixshort,100,100.5593347022751,rebalance,0.5593,1,1438.73,3.12,1438.73,257221.27,258660.0
2025-11-26,2025-11-28,vixshort,100,100.10932828511885,rebalance,0.1093,1,282.79,13.48,282.79,258660.0,258942.79
2025-11-28,2025-12-11,vixshort,100,101.44292560159352,rebalance,1.4429,1,3736.35,9.91,3736.35,258942.79,262679.14
2025-12-11,2025-12-17,vixshort,100,99.90591032752143,rebalance,0.0941,1,-247.15,3.53,-247.15,262679.14,262431.99
2025-12-17,2025-12-19,vixshort,100,101.17010688149968,rebalance,1.1701,1,3070.73,3.74,3070.73,262431.99,265502.72
2025-12-19,2026-01-20,vixshort,100,98.93577544464162,rebalance,1.0642,1,-2825.55,4.86,-2825.55,265502.72,262677.18
2026-01-20,2026-01-21,vixshort,100,102.04049008489768,rebalance,2.0405,1,5359.9,8.0,5359.9,262677.18,268037.08
2026-01-21,2026-02-04,vixshort,100,99.20544806538166,rebalance,0.7946,1,-2129.69,6.42,-2129.69,268037.08,265907.39
2026-02-04,2026-02-05,vixshort,100,98.86581008438093,rebalance,1.1342,1,-3015.89,3.2,-3015.89,265907.39,262891.49
2026-02-05,2026-02-06,vixshort,100,101.50181297725278,rebalance,1.5018,1,3948.14,5.34,3948.14,262891.49,266839.63
2026-02-06,2026-02-12,vixshort,100,99.02807802178792,rebalance,0.9719,1,-2593.47,6.9,-2593.47,266839.63,264246.16
2026-02-12,2026-02-20,vixshort,100,100.4060851763702,rebalance,0.4061,1,1073.06,5.11,1073.06,264246.16,265319.22
2026-02-20,2026-02-23,vixshort,100,99.14724971671325,rebalance,0.8528,1,-2262.51,2.72,-2262.51,265319.22,263056.71
2026-02-23,2026-02-24,vixshort,100,100.80183037476908,rebalance,0.8018,1,2109.27,3.44,2109.27,263056.71,265165.98
2026-02-24,2026-02-25,vixshort,100,100.7689887540935,rebalance,0.769,1,2039.1,2.77,2039.1,265165.98,267205.08
2026-02-25,2026-02-27,vixshort,100,98.99023354492502,rebalance,1.0098,1,-2698.15,2.99,-2698.15,267205.08,264506.93
2026-02-27,2026-03-03,vixshort,100,98.90133694685673,rebalance,1.0987,1,-2906.04,3.66,-2906.04,264506.93,261600.89
2026-03-03,2026-03-04,cash,100,99.989425,rebalance,0.0106,1,-27.66,24.82,-27.66,261600.89,261573.22
2026-03-04,2026-03-05,vixshort,100,98.5191291139838,rebalance,1.4809,1,-3873.56,27.66,-3873.56,261573.22,257699.66
2026-03-05,2026-03-06,vixshort,100,96.75769453798186,rebalance,3.2423,1,-8355.41,4.88,-8355.41,257699.66,249344.25
2026-03-06,2026-03-10,cash,100,99.98753500000001,rebalance,0.0125,1,-31.08,26.44,-31.08,249344.25,249313.17
2026-03-10,2026-03-12,vixshort,100,99.29920181880813,rebalance,0.7008,1,-1747.18,31.08,-1747.18,249313.17,247565.99
2026-03-12,2026-03-13,cash,100,99.986405,rebalance,0.0136,1,-33.66,30.22,-33.66,247565.99,247532.33
2026-03-13,2026-03-16,vixshort,100,102.15163572412655,rebalance,2.1516,1,5325.99,33.66,5325.99,247532.33,252858.33
2026-03-16,2026-03-18,vixshort,100,98.29425314520293,rebalance,1.7057,1,-4313.12,6.59,-4313.12,252858.33,248545.2
2026-03-18,2026-03-20,vixshort,100,98.91113421147308,rebalance,1.0889,1,-2706.32,3.61,-2706.32,248545.2,245838.88
2026-03-20,2026-03-23,vixshort,100,101.24839135610682,rebalance,1.2484,1,3069.03,3.09,3069.03,245838.88,248907.91
2026-03-23,2026-03-25,cash,100,99.987335,rebalance,0.0127,1,-31.52,34.47,-31.52,248907.91,248876.39
2026-03-25,2026-03-26,vixshort,100,98.01584973318228,rebalance,1.9842,1,-4938.08,31.52,-4938.08,248876.39,243938.31
2026-03-26,2026-03-31,cash,100,99.98737499999999,rebalance,0.0126,1,-30.8,29.07,-30.8,243938.31,243907.51
